Package_Name,Total_Paths,Total_Error,Total_ File_Descriptor,Python_Related_Keywords,Install_Package_Keywords,Root_DIR_Installation,Temporary_DIR_Installation,Home_DIR_Installation,User_Access,Sys_Access,Etc_DIR_Installation,Other_DIR_Installation,Level
pyggame-0.1.tar.gz,59572,59572,24,8366,8985,1311,175,4673,4007,89,1227,48090,1
pyGH,73060,73060,18,625,2915,0,46,439,497,100,129,71849,0
pyghame-1.0.0.tar.gz,27594,27594,20,5697,5953,515,137,3795,2182,390,558,20017,1
pyghoster-1.0.0.tar.gz,36743,36743,24,5736,6053,515,148,3842,2229,400,554,29055,1
PyGine,8710,8710,22,1235,3298,0,8,1030,552,69,116,6935,0
pygithub,7095,7095,19,1215,2818,0,137,946,431,57,100,5424,0
pygitminer,68209,68209,30,4791,7035,497,114,3312,2029,1255,766,60236,0
pygma,2959,2959,12,371,1347,0,23,210,378,54,78,2216,0
pygmae-0.1.tar.gz,54344,54344,27,8863,9622,1293,163,5320,3593,84,807,43084,1
pygme,52505,52505,43,3308,7510,501,102,1663,2146,98,742,47253,0
pygments,2809,2809,18,1416,1673,0,24,1342,271,56,45,1071,0
pygmm,799,799,13,303,283,0,115,172,242,67,57,146,0
PyGmme-1.0.0.tar.gz,54959,54959,26,6170,8807,518,139,3798,2956,504,723,46321,1
pygomme,15562,15562,45,796,4766,4,131,312,820,1218,279,12798,0
py-gong-gong,3003,3003,14,6,173,0,1,3,155,1210,98,1536,0
pygood,43032,43032,28,817,4928,0,95,392,613,1068,160,40704,0
py-googletrans,5580,5580,15,2332,817,0,362,1281,876,1210,130,1721,0
PyGqame-1.0.0.tar.gz,32164,32164,28,1756,3228,0,110,1094,1121,956,236,28647,1
pygqme-1.0.0.tar.gz,107522,107522,25,22378,15580,2528,349,14335,8741,769,2517,78283,1
pygrabber,15670,15670,29,2056,4978,497,37,969,1303,1308,579,10977,0
pygrade,9072,9072,50,1044,2967,4,316,357,873,1204,286,6032,0
pygradient-2.3.tar.gz,58846,58846,23,8714,8479,1016,171,5257,4123,432,1347,46500,1
pygradient-2.5.tar.gz,67026,67026,23,15560,12152,1523,292,10297,5793,445,1666,47010,1
py-grafana-sdk,53559,53559,29,5071,6894,1002,101,2575,2799,1221,939,44922,0
pygramedia,5232,5232,23,1631,960,0,502,703,630,1237,129,2031,0
pygramm,93033,93033,27,3278,6595,503,49,1825,2243,1301,811,86301,0
py-grandkill-1.82.tar.gz,100109,100109,25,8730,9377,519,125,5924,4684,636,1677,86544,1
py-grandkill-2.20.tar.gz,113147,113147,26,4545,6315,11,100,3107,3424,663,1340,104502,1
py-grandnvidiagrand-3.59.tar.gz,23205,23205,13,495,3138,0,17,353,510,123,64,22138,1
py-grandpep-10.29.tar.gz,90534,90534,26,6604,7798,515,102,4267,3251,714,771,80914,1
py-grandpyw-2.57.tar.gz,62234,62234,26,5385,7013,515,66,3485,2459,793,637,54279,1
py-grandre-3.28.tar.gz,91617,91617,25,7716,8585,1012,211,4673,3553,1144,836,80188,1
py-grandstr-1.73.tar.gz,51084,51084,24,5385,7060,515,67,3483,2367,678,616,43358,1
py-grandsuperencode-5.75.tar.gz,30557,30557,20,3959,5201,507,60,2323,1812,338,258,25259,1
py-grandultralgtb-6.80.tar.gz,55462,55462,43,5650,8870,519,67,3484,2821,789,735,47047,1
py-grandvirtual-7.6.tar.gz,38102,38102,24,5141,6725,515,67,3484,2073,564,574,30825,1
pygrank,5993,5993,43,937,2210,4,122,430,921,1182,212,3122,0
pygranta,25060,25060,43,2231,7296,497,66,1088,2416,211,588,20194,0
pygrape,7605,7605,32,1338,1489,0,124,829,721,1205,194,4532,0
pygraphql,58150,58150,19,280,2306,0,50,192,498,1162,171,56077,0
pygraphql32-1.2.0.tar.gz,192542,192542,31,20744,15081,1030,1086,13309,12270,1131,5398,158318,1
pygraphql32-1.2.1.tar.gz,207890,207890,32,19473,10698,13,1775,11731,13082,1183,4870,175236,1
pygraphql32-1.2.2.tar.gz,82801,82801,26,7417,6502,4,777,4309,5096,467,1818,70330,1
pygraphy,28751,28751,28,3979,5468,0,43,3904,568,1213,201,22822,0
pygrata-2.1.2.tar.gz,199501,199501,29,16732,8569,10,1694,9876,10787,1175,3322,172637,1
pygrata-utils-1.0.3.tar.gz,93784,93784,27,11527,7153,8,1061,6899,7008,505,2005,76298,1
pygrata-utils-1.0.4.tar.gz,33229,33229,25,5624,5470,4,607,3382,2877,326,646,25387,1
pygrate,2125,2125,19,1278,626,0,120,808,436,56,55,650,0
py-gravatar,3512,3512,19,357,508,0,30,167,319,1185,113,1698,0
pygravit,42345,42345,29,2195,5130,497,90,790,1497,1209,590,37672,0
pygredients,44741,44741,25,14,2203,0,4,4,462,777,189,43305,0
pygster,29590,29590,31,1419,3279,0,139,542,679,1206,192,26832,0
PY-GUI,11435,11435,21,616,2367,0,49,520,378,62,118,10308,0
py-guigrand-4.67.tar.gz,52042,52042,23,5385,7073,515,67,3484,2399,679,622,44276,1
py-guimaskram-8.50.tar.gz,63983,63983,24,5385,7129,515,67,3484,2434,684,634,56165,1
pyguin,55025,55025,42,2319,6696,4,168,1515,1709,1236,545,49848,0
py-guipaypal-8.26.tar.gz,3015,3015,12,618,1374,0,19,392,242,112,36,2214,1
py-guireplace-5.56.tar.gz,34402,34402,46,1484,5120,4,40,783,1390,1092,342,30751,1
py-guistring-1.78.tar.gz,74923,74923,20,7932,8881,520,97,5614,3563,607,1282,63240,1
py-guisuper-2.71.tar.gz,99255,99255,21,7797,8769,519,122,5282,4287,542,1597,86906,1
py-guiurlkill-7.86.tar.gz,115229,115229,22,9980,10389,519,148,7013,5571,773,2128,99077,1
pygum,33773,33773,39,205,2688,1,23,144,422,76,113,32994,0
PyGume-1.0.0.tar.gz,30968,30968,24,3566,4343,3,450,2134,1988,228,593,25572,1
pyg-utils-2.1.8.tar.gz,111681,111681,31,2630,4996,2,114,1642,2304,1057,588,105974,1
pygv,761,761,13,284,229,0,155,115,239,48,56,148,0
PyGvame-1.0.0.tar.gz,37420,37420,25,5684,6016,515,137,3797,2287,400,620,29664,1
PyGxme-1.0.0.tar.gz,37833,37833,27,5694,6072,515,138,3797,2273,494,582,30034,1
pygz,666,666,20,91,187,0,22,52,69,70,44,409,0
PyGzme-1.0.0.tar.gz,88345,88345,30,5915,7166,515,139,3799,2773,1005,705,79409,1
py-hackedccencode-5.77.tar.gz,98621,98621,22,9667,9406,1007,116,5917,5334,628,1878,83741,1
py-hackedgrandproof-5.94.tar.gz,80812,80812,21,8850,8798,1009,97,5379,4489,522,1521,67795,1
py-hackedhttpstring-10.70.tar.gz,70946,70946,22,8733,8776,1006,110,5243,4159,500,1240,58688,1
py-hackedpost-3.73.tar.gz,64636,64636,19,8656,9357,1016,236,5269,4446,602,1494,51573,1
py-hackedpushcandy-3.50.tar.gz,72402,72402,18,4820,6623,12,101,3470,2961,613,1326,63919,1
py-hackedreplace-7.49.tar.gz,129610,129610,25,3451,5449,0,108,2087,2957,1187,630,122641,1
py-hackedultratool-7.16.tar.gz,103880,103880,24,2303,4280,0,74,1518,1931,1150,419,98788,1
py-hackedurl-9.51.tar.gz,78394,78394,28,1219,3067,0,39,784,1320,1141,354,74756,1
py-hackedurl-9.62.tar.gz,84816,84816,23,5377,6920,508,67,3482,2679,1143,757,76180,1
py-hackedvisa-8.5.tar.gz,92312,92312,27,5377,6990,508,68,3488,2661,1152,703,83732,1
py-hacker-news,57659,57659,43,5076,9061,509,50,3307,2697,1231,976,48889,0
pyhacks,12207,12207,44,3480,5155,4,433,2150,1338,1204,243,6835,0
pyhazard,11037,11037,22,1876,6013,500,26,507,1317,15,502,8170,0
pyheul-1.0.1.tar.gz,55803,55803,31,5921,7126,515,144,3799,2599,782,649,47315,1
pyheul-1.0.2.tar.gz,97275,97275,31,6716,7327,515,201,4232,3307,1013,742,87265,1
pyhex,1203,1203,28,198,412,0,4,167,267,56,59,650,0
pyhints-2.28.1.tar.gz,69702,69702,26,6425,7595,515,261,4153,2677,883,677,60536,1
pyhjdddo-1.0.0.tar.gz,154814,154814,30,5362,6656,12,167,3566,4628,810,1984,143647,1
pyhOn,82503,82503,44,5000,8162,1002,101,2192,3490,1275,1353,73090,0
pyhon-binance-0.1.tar.gz,38286,38286,26,8263,9052,1300,200,4753,3299,52,832,27850,1
py-host,25543,25543,42,3109,7143,501,522,908,1957,1196,620,19839,0
py-hostlist,14050,14050,23,367,2811,2,12,308,457,1191,149,11931,0
py-hot-reload,50890,50890,27,2575,5833,499,62,1194,1627,1110,679,45719,0
pyhoul-1.0.2.tar.gz,111703,111703,31,3862,5086,0,238,2349,2899,1054,724,104439,1
pyhouse,862,862,12,303,431,0,74,211,233,51,47,246,0
pyht,1314,1314,14,552,857,0,118,399,253,52,45,447,0
pyhthon-1.0.0.tar.gz,87255,87255,32,3326,3783,0,222,1897,2387,1021,427,81301,1
pyhtmlproofer,52262,52262,28,3258,5627,497,153,1711,1884,1123,673,46221,0
pyhton-1.0.0.tar.gz,37071,37071,24,5683,5949,515,137,3797,2323,496,642,29161,1
pyhton-binance-0.1.tar.gz,40703,40703,26,8264,9005,1295,169,4699,3549,72,999,29920,1
pyhton-package,14414,14414,39,1321,3840,8,181,716,1045,69,307,12088,0
pyhttp,10497,10497,23,2234,3302,0,426,1106,1006,1217,130,6612,0
py-httpencode-8.72.tar.gz,66108,66108,26,5351,6650,508,66,3482,2482,896,658,58016,1
py-httpgrandpong-10.18.tar.gz,50496,50496,24,5400,7373,515,202,3483,2608,885,688,42115,1
py-httphttpultra-2.34.tar.gz,37761,37761,19,5260,6013,515,67,3483,2205,765,596,30130,1
py-httpkill-8.49.tar.gz,91608,91608,44,5650,8905,519,68,3483,3059,1145,812,82522,1
py-httppong-7.75.tar.gz,54246,54246,25,5385,6848,515,66,3483,2398,680,625,46479,1
pyhttpproxifier-0.9.2.tar.gz,85047,85047,33,6149,7131,515,174,3978,2820,1007,702,75851,1
pyhttpproxifier-0.9.3.tar.gz,29893,29893,27,5928,6044,515,172,3972,2240,487,570,21937,1
py-httppull-5.28.tar.gz,52849,52849,42,5650,8840,519,68,3483,2821,890,744,44324,1
py-httpreplacerand-3.1.tar.gz,30550,30550,29,1219,3162,0,39,782,992,1084,221,27432,1
py-httprevisa-10.50.tar.gz,60502,60502,23,5385,7081,515,67,3485,2452,791,639,52553,1
pyhttps,35068,35068,24,1292,2680,0,115,825,734,1228,153,32013,0
py-https,13748,13748,25,91,3637,0,12,50,193,347,113,13033,0
pyhttptest,5568,5568,17,2184,838,0,423,1136,961,1180,123,1745,0
py-httptoolstring-10.5.tar.gz,48439,48439,29,5168,6193,515,66,3486,2157,567,595,41053,1
pyhull,30123,30123,27,1880,4590,499,9,653,1470,1236,584,25672,0
pyhulu,15340,15340,42,1663,5700,0,147,1451,803,835,105,11999,0
pyhulul-1.0.1.tar.gz,37353,37353,25,5943,6105,515,148,3843,2539,408,654,29246,1
py-hydracontrolcontrol-5.71.tar.gz,40837,40837,24,5316,6216,515,66,3485,2235,554,585,33397,1
py-hydracontrolget-9.17.tar.gz,127703,127703,22,8225,8423,1005,109,4795,4348,1188,1075,115183,1
py-hydracraft-2.68.tar.gz,103015,103015,23,8950,8595,1006,110,5591,4255,940,1024,90089,1
py-hydrahacked-7.30.tar.gz,53389,53389,22,10373,10071,1355,97,6737,3808,669,1131,39592,1
py-hydraLGTBvm-9.93.tar.gz,35566,35566,46,5642,8187,519,67,3487,2729,556,703,27505,1
py-hydramc-1.80.tar.gz,66815,66815,24,3470,5637,10,75,2515,2276,503,757,60679,1
py-hydrapy-3.93.tar.gz,75416,75416,26,3047,5713,1,214,1901,2642,622,901,69135,1
py-hydrapypush-4.27.tar.gz,52048,52048,30,5427,7507,515,206,3496,2627,790,696,43718,1
py-hydrasupernvidia-3.77.tar.gz,51656,51656,45,5650,8791,519,68,3484,2809,594,724,43458,1
pyhydrate,14939,14939,39,1963,5366,505,63,596,1580,723,542,10930,0
py-hydraurlstudy-2.37.tar.gz,72147,72147,28,5385,7024,515,67,3484,2518,912,658,63993,1
pyhydro,13670,13670,36,1808,3774,4,173,1117,1069,1248,279,9780,0
py-hydro,11105,11105,32,1041,1671,0,137,495,682,1205,214,8372,0
py-hydropi,27121,27121,25,1645,3923,0,530,634,793,1193,277,23694,0
pyhydroqc,5855,5855,19,2321,1791,0,1525,457,521,1185,135,2032,0
py-hyperneat,15485,15485,32,796,2236,0,117,354,501,1202,185,13126,0
pyhypixel,14150,14150,42,850,4390,11,106,347,1101,1125,423,11037,0
pyiinstaller-0.1.tar.gz,48345,48345,29,13743,11374,2481,199,7723,4929,117,996,31900,1
pyinfer,10237,10237,20,3962,4350,27,1783,1340,1216,1186,158,4527,0
pyinfo,8445,8445,25,1329,1926,0,124,820,701,1153,145,5502,0
py-infohydrarandom-1.57.tar.gz,56762,56762,26,5344,6693,515,67,3486,2405,693,628,48968,1
py-infolibLGTB-1.39.tar.gz,50201,50201,25,5385,7027,515,67,3483,2377,676,616,42467,1
py-infomcpy-1.58.tar.gz,41141,41141,47,5551,7994,519,68,3487,2697,875,724,32771,1
py-infopaypal-1.44.tar.gz,30362,30362,25,5325,6168,515,66,3486,2228,553,571,22943,1
py-infopaypal-6.7.tar.gz,43756,43756,23,3867,5737,503,181,2241,2068,464,342,37957,1
py-inforandom-5.91.tar.gz,46135,46135,44,5605,8001,519,67,3484,2710,562,703,38090,1
pyinform,32287,32287,45,2627,7031,501,34,1251,1733,1201,745,26822,0
py-infover-8.76.tar.gz,67687,67687,25,5385,7167,515,67,3484,2443,805,645,59728,1
py-infovirtualgame-5.81.tar.gz,55097,55097,25,5400,7685,515,202,3484,2589,674,678,46955,1
pyinfra-tinc,16056,16056,17,895,3423,0,58,785,171,352,46,14644,0
pyinnstaller-0.1.tar.gz,50687,50687,25,15484,12005,2526,243,8820,5945,92,1227,31834,1
pyinsaller-0.1.tar.gz,23734,23734,25,8135,8988,1280,151,4694,3028,43,625,13913,1
pyinspire,9533,9533,27,6209,6153,0,43,6115,261,1129,119,1866,0
pyinsstaller-0.1.tar.gz,37752,37752,34,8474,9305,1357,228,4753,3986,106,1267,26055,1
pyinstaaller-0.1.tar.gz,81549,81549,26,9206,9919,1261,161,5308,4625,120,1642,68432,1
pyinstalelr-0.1.tar.gz,84837,84837,25,16891,13324,2559,299,10014,6441,142,1315,64067,1
pyinstaler-4.5.2.tar.gz,63452,63452,24,10289,10502,526,206,7387,5106,456,2169,47602,1
pyinstall,8274,8274,32,1333,1571,0,129,818,721,1237,202,5167,0
pyinstalle-0.1.tar.gz,30101,30101,24,9339,8940,1315,199,5695,3235,49,627,18981,1
pyinstalleer-0.1.tar.gz,41766,41766,24,8601,9358,1302,178,5021,3666,77,1126,30396,1
pyinstaller,8863,8863,41,2069,3054,8,75,1625,914,1184,302,4755,0
pyinstallerr-0.1.tar.gz,40311,40311,25,8896,9771,1301,180,5394,3784,90,1120,28442,1
pyinstalller-0.1.tar.gz,41565,41565,26,9225,9867,1363,236,5476,3767,82,922,29719,1
pyinstallr-0.1.tar.gz,44249,44249,27,8921,9646,1294,188,5225,3827,88,1164,32463,1
pyinstallre-0.1.tar.gz,56933,56933,25,9265,9847,1349,234,5214,4411,96,1258,44371,1
PyInstl,5654,5654,40,3427,2662,4,389,2189,1123,50,147,1752,0
pyinstlaler-0.1.tar.gz,47323,47323,25,9893,10461,1363,253,6019,4224,96,1322,34046,1
pyinsttaller-0.1.tar.gz,41086,41086,26,8643,9525,1285,174,5076,3598,80,950,29923,1
pyintaller-0.1.tar.gz,41388,41388,28,8687,9569,1315,178,4969,3926,85,1110,29805,1
py-intcandyintel-9.42.tar.gz,100027,100027,28,8460,9424,520,99,5943,4318,751,1785,86611,1
py-intcputool-3.97.tar.gz,93251,93251,27,9472,9297,1011,112,5888,4844,631,1440,79325,1
pyintegrate,3084,3084,11,63,2497,0,17,29,39,3,6,2990,0
py-intelcpusuper-6.44.tar.gz,66337,66337,21,9875,9511,1009,117,6176,4673,506,1383,52473,1
py-intelget-8.67.tar.gz,78404,78404,23,8480,9663,519,105,6100,3720,613,1422,65925,1
py-intelhackedpyw-2.10.tar.gz,95680,95680,25,6542,8333,515,96,4391,3663,537,1332,85146,1
py-intelinfohacked-10.95.tar.gz,90227,90227,28,9343,9334,1008,112,5720,4855,527,1464,76541,1
pyinteliver,10419,10419,32,1346,1808,0,91,831,661,1191,119,7526,0
py-intellibint-5.86.tar.gz,102184,102184,44,10818,12230,1020,116,7011,5047,744,1666,86580,1
py-intelpepsplit-5.26.tar.gz,74787,74787,23,3166,5696,11,58,2401,1957,613,745,69002,1
py-intelpingvm-5.15.tar.gz,107165,107165,25,3297,5879,1,235,1960,3212,861,1213,99683,1
py-intelproofcandy-7.6.tar.gz,42996,42996,23,1938,4563,0,207,1235,1790,568,525,38671,1
pyinter,12164,12164,31,1697,1946,4,152,1039,954,1234,213,8568,0
pyintercon,3157,3157,22,154,1734,0,23,110,113,467,61,2383,0
pyinterface,5016,5016,27,1344,1139,0,200,797,636,1103,104,2176,0
py-intinfo-3.15.tar.gz,63417,63417,24,5385,7081,515,66,3485,2448,792,638,55473,1
py-intload-8.14.tar.gz,64518,64518,23,5385,7132,515,67,3485,2445,804,644,56558,1
pyintsaller-0.1.tar.gz,28419,28419,25,3439,5878,83,133,2492,1793,51,675,23192,1
py-intstring-8.98.tar.gz,40382,40382,23,5346,6665,515,66,3483,2261,462,580,33015,1
py-intverpyw-8.14.tar.gz,43668,43668,27,1629,3983,0,54,1117,1114,464,273,40646,1
py-intvisa-5.88.tar.gz,111735,111735,31,2438,5163,0,75,1684,2092,1165,501,106218,1
pyio,45951,45951,20,1255,2652,0,104,783,646,91,105,44222,0
pyioapi,49174,49174,18,876,3188,0,102,643,530,1151,182,46566,0
pyioapso-1.0.0.tar.gz,141494,141494,35,21024,16178,1517,535,14264,10287,1106,3918,109867,1
pyiocontrol,8568,8568,40,994,2547,8,129,329,1151,1183,377,5391,0
py-iocs,3502,3502,22,189,362,0,27,139,200,1130,130,1876,0
pyioler-1.0.1.tar.gz,138842,138842,35,15091,12580,1022,475,9713,8939,1014,3927,113752,1
pyiopcs-2.28.1.tar.gz,183864,183864,30,5335,7939,2,194,3935,4459,1170,1785,172319,1
pyiopenssl-20.0.11-py3-none-any.tar.gz,15703,15703,25,2209,5389,2,27,1822,767,218,535,12332,1
pyiopenssl-20.0.12-py3-none-any.tar.gz,13899,13899,25,2353,5410,2,27,2088,590,230,448,10514,1
pyiopenssl-20.0.5-py3-none-any.tar.gz,38368,38368,23,1109,4286,2,42,452,1837,226,1055,34754,1
pyiopenssl-20.0.6-py3-none-any.tar.gz,81225,81225,29,630,2894,0,24,416,1051,1004,290,78440,1
pyiopenssl-20.0.7-py3-none-any.tar.gz,149909,149909,26,2257,4544,0,122,1553,2538,819,679,144198,1
pyiopenssl-20.0.8-py3-none-any.tar.gz,38286,38286,29,630,2732,0,22,409,775,503,188,36389,1
pyiopenssl-20.0.9-py3-none-any.tar.gz,38400,38400,26,630,2747,0,22,399,760,503,190,36526,1
py-ip-command,16746,16746,52,1598,5371,4,126,844,1176,1223,364,13009,0
pyipinfo,9245,9245,29,360,2212,0,6,273,538,1121,170,7137,0
pyiskra,6900,6900,44,1321,2654,4,194,906,774,1188,230,3604,0
py-islykill,6871,6871,40,1460,2166,4,121,794,908,1203,221,3620,0
pyisntaller-0.1.tar.gz,43322,43322,27,8311,9350,1311,176,4742,3595,73,1050,32375,1
py-jaxtyping,32660,32660,47,1889,5407,500,22,689,1506,1247,612,28084,0
pyjio-1.0.1.tar.gz,55263,55263,31,5976,7149,515,148,3843,2574,687,640,46856,1
pyjion,3135,3135,27,3,287,0,0,4,182,1114,124,1711,0
pyjou,4135,4135,18,217,1094,0,218,0,149,1029,112,2627,0
pyjoul-1.0.0.tar.gz,41978,41978,39,5991,7967,519,149,3843,2662,481,697,33627,1
pyjous-1.0.2.tar.gz,37484,37484,26,1762,3287,0,114,1096,1084,415,191,34584,1
py-json-formatter-0.0.1.tar.gz,87816,87816,48,6472,9170,519,118,4051,3417,1133,874,77704,1
py-json-formatter-0.0.8.tar.gz,108015,108015,25,7847,7965,1012,122,4646,3668,1148,862,96557,1
pyjunkerpro-1.0.0.tar.gz,32808,32808,32,4233,5575,507,51,2677,1870,956,326,26421,1
pyjunkerpro-1.0.1.tar.gz,37889,37889,27,883,3130,0,27,909,860,64,160,35869,1
pyjunkerpro-1.0.2.tar.gz,51458,51458,28,884,2997,0,27,539,1001,599,222,49070,1
pyjunkerpro-1.0.4.tar.gz,42743,42743,26,884,2995,0,27,507,914,503,201,40591,1
pyjunkerpro-1.0.5.tar.gz,49730,49730,29,5043,6873,515,57,3210,2339,792,635,42182,1
pyjwt,45139,45139,44,296,3082,4,21,80,648,98,193,44095,0
pykillerx,9065,9065,25,2894,4178,1,326,2008,993,1183,149,4405,0
py-killgetgrand-1.24.tar.gz,90038,90038,24,7236,7978,1012,72,4243,3362,1134,774,79441,1
py-killhackedpep-2.73.tar.gz,68344,68344,44,5913,9129,523,68,3487,3329,686,857,59394,1
py-killinfo-9.34.tar.gz,71503,71503,28,5385,6870,515,67,3485,2633,1013,735,63055,1
py-killlib-7.61.tar.gz,82071,82071,23,5385,6900,515,67,3485,2682,1137,752,73433,1
py-killnvidia-2.19.tar.gz,92320,92320,25,5385,6971,515,68,3485,2770,1154,768,83560,1
py-killstudygame-5.44.tar.gz,93281,93281,27,5385,7000,515,67,3485,2699,1151,706,84658,1
py-killtoolad-3.65.tar.gz,48181,48181,25,5385,6690,515,66,3485,2404,572,612,40527,1
pykirill,31284,31284,25,1861,5021,497,90,586,1224,586,546,27755,0
pykitinfo,26729,26729,32,1278,4817,0,262,447,700,1203,260,23857,0
pykoala,78760,78760,25,2379,5121,497,95,1086,1706,1184,610,73582,0
pykokalalz-1.0.0.tar.gz,124481,124481,29,6794,7980,510,195,4311,4501,1060,1329,112575,1
pyktrkatoo-1.0.0.tar.gz,92996,92996,34,5977,7244,515,151,3845,2959,1014,782,83730,1
pylabcontrol,50795,50795,28,2790,5583,499,23,1403,1784,1253,621,45212,0
pylabutils,54695,54695,26,1919,5230,4,891,529,1957,1266,915,49133,0
py-ladder-diagram,13806,13806,24,192,3178,2,6,148,250,134,145,13121,0
pylayer,3728,3728,45,979,2454,4,27,687,713,57,171,2069,0
py-lgtbgetgrand-2.42.tar.gz,94550,94550,47,5650,8867,519,68,3488,3158,1146,815,85356,1
py-lgtbhacked-2.31.tar.gz,59668,59668,25,5385,6985,515,67,3485,2487,790,639,51685,1
py-lgtbminecc-8.63.tar.gz,49276,49276,30,5385,7077,515,67,3485,2439,742,620,41408,1
py-lgtbosintload-3.20.tar.gz,40620,40620,24,5385,6246,515,67,3484,2363,561,599,33031,1
py-lgtbping-8.76.tar.gz,28457,28457,21,5305,6127,515,66,3485,2176,446,565,21204,1
py-lgtbpipram-10.19.tar.gz,90241,90241,20,1245,3284,0,39,783,1341,1138,306,86634,1
py-lgtbpywhttp-1.95.tar.gz,55014,55014,24,5385,6824,515,67,3485,2500,787,695,46965,1
py-lgtbrand-1.16.tar.gz,51688,51688,23,5385,6846,515,66,3485,2478,681,682,43781,1
pylibarys-0.9.0-py3-none-any.tar.gz,58441,58441,31,4594,6168,515,45,3104,2148,723,626,51280,1
pylibaryscrape,42493,42493,22,2154,5564,497,27,917,1476,863,589,38124,0
pylibclang-stubs,32840,32840,41,1877,6483,501,27,506,1572,614,638,28982,0
pylibcrypt-1.0.0-py3-none-any.tar.gz,40222,40222,27,623,3107,0,15,404,790,403,181,38429,1
pylibcrypt-1.3.1-py3-none-any.tar.gz,76621,76621,31,6839,7871,1012,53,4047,3120,917,819,66653,1
pylibcrypto-1.0.0-py3-none-any.tar.gz,59068,59068,34,4782,7081,515,45,3105,2341,880,717,51465,1
pylibfont-0.1.0-py3-none-any.tar.gz,78258,78258,28,622,2774,0,15,423,945,124,219,76532,1
pylibfst,12923,12923,40,1262,2227,0,319,563,1380,1233,262,9166,0
Pylibft,1713,1713,19,1103,582,0,136,729,294,68,48,438,0
py-libget,18531,18531,27,675,3321,4,47,402,757,1246,236,15839,0
pylibhack,4002,4002,23,474,683,0,23,394,375,1196,108,1906,0
py-libhttpreplace-8.77.tar.gz,40512,40512,44,5640,7868,519,67,3485,2819,561,769,32292,1
py-libhydraed-1.95.tar.gz,48651,48651,26,5385,6889,515,66,3485,2430,677,676,40802,1
pylibllm,5069,5069,20,94,2193,0,4,72,99,359,43,4492,0
py-libloadcandy-6.29.tar.gz,38870,38870,24,5385,6085,515,66,3485,2368,554,660,31222,1
pyliblorawan,83331,83331,28,4749,6207,994,67,2060,3204,1270,1247,74489,0
pylibnet,38571,38571,43,2105,6107,501,44,581,1770,1142,622,33911,0
py-libnuma,8127,8127,44,285,3811,4,23,62,635,1221,282,5900,0
py-libnvidiaping-2.91.tar.gz,93811,93811,45,7794,9942,1016,211,4363,4148,1147,1016,81910,1
py-libpipintel-8.77.tar.gz,51662,51662,20,5352,7198,515,201,3485,2525,675,674,43587,1
pylibpostal,30196,30196,43,2060,6812,501,9,688,1745,573,646,26034,0
py-libpull-5.15.tar.gz,49011,49011,44,5308,6235,516,67,3485,2353,681,614,41295,1
py-librandom-3.95.tar.gz,53067,53067,22,5385,6985,515,67,3484,2372,680,620,45329,1
Py-library,1309,1309,25,467,609,0,23,391,288,56,53,498,0
pylibrus,18881,18881,39,979,4404,6,147,596,820,619,210,16483,0
py-librus-api,9167,9167,47,1832,2350,8,154,945,1319,1233,335,5173,0
pylibs,2734,2734,40,516,1672,4,25,267,596,73,148,1621,0
pylibscate-1.1.0.tar.gz,89399,89399,30,5210,7194,515,121,3497,2771,1029,618,80848,1
pylibscate-1.1.1.tar.gz,76324,76324,32,4797,6882,515,51,3107,2675,1012,881,68083,1
pylibschc,51449,51449,26,175,2252,0,14,130,351,99,107,50748,0
pylibscraper-0.9.0-py3-none-any.tar.gz,45381,45381,23,625,2841,0,17,402,837,507,199,43419,1
pylibscrypt,6669,6669,23,2957,2022,0,120,2279,946,1197,147,1980,0
pylibsql-0.1.0-py3-none-any.tar.gz,73092,73092,25,622,2642,0,16,399,920,129,212,71416,1
pylibsqlite-0.1.0-py3-none-any.tar.gz,84472,84472,30,622,2968,0,16,401,1173,929,291,81662,1
pylibsythe,4478,4478,23,1290,676,0,123,799,601,1118,111,1726,0
pylibutil-0.9.2.tar.gz,57534,57534,33,4783,5969,515,46,3104,2289,685,638,50257,1
pylibutil-0.9.3.tar.gz,37113,37113,27,4768,5848,515,47,3105,2133,772,607,29934,1
py-lightstreamer,29693,29693,40,2144,6260,4,202,1100,1104,983,281,26019,0
py-linkedlist,21613,21613,44,272,4194,4,23,51,639,865,224,19807,0
pylinsql,2852,2852,14,85,190,0,72,5,141,1126,93,1415,0
pylint,18360,18360,40,1888,4160,4,126,1553,741,82,223,15631,0
pylint-beautifulsoup-17.10.12.tar.gz,50767,50767,26,6867,8304,553,176,4924,2426,76,823,41789,1
pylint-beautifulsoup-3.12.3.tar.gz,66716,66716,28,7120,8012,523,224,4642,3605,100,1325,56297,1
pylint-django,4112,4112,43,1796,2503,4,160,1443,576,60,145,1724,0
pylint-pa,54188,54188,28,5026,6688,703,136,2915,2361,1178,775,46120,0
